head	relation	tail
1443	relation_100	3093
1443	relation_100	5109
1443	relation_100	238
1443	relation_100	240
1444	relation_100	5458
1444	relation_100	3522
1444	relation_100	5922
1444	relation_100	3256
1444	relation_100	5026
1444	relation_100	3865
1444	relation_100	232
1445	relation_100	3330
1445	relation_100	5772
1445	relation_100	89
1445	relation_100	5973
1445	relation_100	5760
1446	relation_100	3839
1446	relation_100	6397
1446	relation_100	3604
1446	relation_100	3613
1446	relation_100	4092
1446	relation_100	4397
1446	relation_100	5216
1446	relation_100	3137
1446	relation_100	5634
1446	relation_100	5895
1446	relation_100	3969
1447	relation_100	3846
1447	relation_100	5458
1447	relation_100	4078
1447	relation_100	230
1447	relation_100	218
1447	relation_100	3068
1447	relation_100	3503
1447	relation_100	3270
1447	relation_100	3124
1447	relation_100	5960
1447	relation_100	5719
1448	relation_100	4487
1448	relation_100	3712
1448	relation_100	6054
1448	relation_100	4058
1448	relation_100	5013
1449	relation_100	5549
1449	relation_100	3858
1449	relation_100	5468
1449	relation_100	437
1449	relation_100	3910
1449	relation_100	5489
1450	relation_100	4487
1450	relation_100	4494
1450	relation_100	4909
1450	relation_100	4088
1450	relation_100	3247
1451	relation_100	4494
1451	relation_100	5490
1451	relation_100	5910
1451	relation_100	230
1451	relation_100	218
1451	relation_100	5953
1451	relation_100	3220
1452	relation_100	5759
1452	relation_100	6048
1452	relation_100	5108
1452	relation_100	4889
1452	relation_100	5780
1453	relation_100	5759
1453	relation_100	5549
1453	relation_100	3858
1453	relation_100	4494
1453	relation_100	5552
1453	relation_100	5468
1453	relation_100	4056
1454	relation_100	4487
1454	relation_100	5759
1454	relation_100	3347
1454	relation_100	3075
1454	relation_100	4494
1454	relation_100	3093
1454	relation_100	4167
1454	relation_100	4035
1454	relation_100	4046
1454	relation_100	218
1454	relation_100	3068
1454	relation_100	238
1454	relation_100	5953
1454	relation_100	3220
1454	relation_100	5756
1455	relation_100	5458
1455	relation_100	4019
1455	relation_100	3546
1455	relation_100	3318
1455	relation_100	3129
1455	relation_100	4665
1455	relation_100	4761
1455	relation_100	4198
1455	relation_100	4759
1455	relation_100	4755
1455	relation_100	3132
1455	relation_100	4202
1455	relation_100	3133
1455	relation_100	247
1455	relation_100	4757
1455	relation_100	5518
1456	relation_100	3846
1456	relation_100	5458
1456	relation_100	5013
1456	relation_100	3806
1456	relation_100	3272
1457	relation_100	5046
1457	relation_100	3639
1457	relation_100	218
1457	relation_100	3356
1457	relation_100	3355
1457	relation_100	3434
1457	relation_100	241
1457	relation_100	4671
1457	relation_100	5715
1458	relation_100	4487
1458	relation_100	4999
1458	relation_100	5759
1458	relation_100	3083
1458	relation_100	4052
1458	relation_100	4329
1458	relation_100	4057
1458	relation_100	3038
1458	relation_100	4261
1458	relation_100	3868
1458	relation_100	3071
1458	relation_100	3865
1458	relation_100	3524
1458	relation_100	6191
1458	relation_100	3996
1458	relation_100	4074
1458	relation_100	5003
1458	relation_100	5690
1458	relation_100	5693
1458	relation_100	5196
1459	relation_100	4367
1459	relation_100	3858
1459	relation_100	5702
1459	relation_100	5753
1459	relation_100	5489
1459	relation_100	6601
1460	relation_100	5759
1460	relation_100	777
1460	relation_100	3075
1460	relation_100	3083
1460	relation_100	5204
1460	relation_100	5490
1460	relation_100	4230
1460	relation_100	4234
1461	relation_100	4512
1461	relation_100	5492
1461	relation_100	218
1461	relation_100	238
1461	relation_100	4671
1462	relation_100	3839
1462	relation_100	4487
1462	relation_100	5759
1462	relation_100	4494
1462	relation_100	4179
1462	relation_100	5700
1462	relation_100	5122
1463	relation_100	3839
1463	relation_100	3843
1463	relation_100	5759
1463	relation_100	3075
1463	relation_100	3083
1463	relation_100	4504
1463	relation_100	4507
1463	relation_100	3841
1463	relation_100	226
1464	relation_100	4367
1464	relation_100	3913
1464	relation_100	4889
1464	relation_100	3077
1464	relation_100	4505
1465	relation_100	3912
1465	relation_100	4501
1465	relation_100	3914
1465	relation_100	5530
1465	relation_100	5189
1465	relation_100	234
1465	relation_100	3124
1465	relation_100	3295
1465	relation_100	5953
1465	relation_100	6405
1465	relation_100	3220
1465	relation_100	237
1466	relation_100	777
1466	relation_100	3330
1466	relation_100	5745
1466	relation_100	6154
1466	relation_100	4096
1466	relation_100	5466
1466	relation_100	5964
1467	relation_100	5759
1467	relation_100	3083
1467	relation_100	4494
1467	relation_100	5552
1467	relation_100	4167
1468	relation_100	3494
1468	relation_100	5759
1468	relation_100	777
1468	relation_100	5549
1468	relation_100	3075
1468	relation_100	4019
1468	relation_100	6317
1468	relation_100	5534
1469	relation_100	3839
1469	relation_100	3846
1469	relation_100	3075
1469	relation_100	4035
1469	relation_100	4046
1469	relation_100	3124
1470	relation_100	5458
1470	relation_100	3604
1470	relation_100	3438
1470	relation_100	6015
1470	relation_100	4909
1470	relation_100	5017
1470	relation_100	5214
1471	relation_100	4487
1471	relation_100	3075
1471	relation_100	4494
1471	relation_100	4907
1471	relation_100	5204
1471	relation_100	5490
1472	relation_100	5458
1472	relation_100	4019
1472	relation_100	3129
1472	relation_100	4090
1472	relation_100	4752
1472	relation_100	4665
1472	relation_100	4020
1472	relation_100	89
1472	relation_100	218
1472	relation_100	4761
1472	relation_100	4198
1472	relation_100	4199
1472	relation_100	4759
1472	relation_100	224
1472	relation_100	3133
1472	relation_100	241
1472	relation_100	95
1472	relation_100	3131
1472	relation_100	221
1472	relation_100	91
1472	relation_100	93
1472	relation_100	244
1472	relation_100	243
1472	relation_100	94
1473	relation_100	3330
1473	relation_100	5100
1473	relation_100	89
1473	relation_100	5973
1473	relation_100	5466
1473	relation_100	5242
1474	relation_100	5458
1474	relation_100	690
1474	relation_100	5896
1474	relation_100	3038
1474	relation_100	3809
1475	relation_100	3839
1475	relation_100	5458
1475	relation_100	3075
1475	relation_100	4492
1475	relation_100	5856
1475	relation_100	6054
1475	relation_100	5948
1475	relation_100	3079
1476	relation_100	5963
1476	relation_100	5702
1476	relation_100	3330
1476	relation_100	5753
1476	relation_100	5624
1476	relation_100	3703
1477	relation_100	5759
1477	relation_100	3347
1477	relation_100	3075
1477	relation_100	3083
1477	relation_100	237
1477	relation_100	3243
1478	relation_100	5759
1478	relation_100	3515
1478	relation_100	3160
1478	relation_100	218
1478	relation_100	226
1478	relation_100	241
1479	relation_100	5458
1479	relation_100	4889
1479	relation_100	5470
1479	relation_100	5002
1479	relation_100	3858
1479	relation_100	3859
1480	relation_100	4332
1480	relation_100	3858
1480	relation_100	5880
1480	relation_100	5484
1480	relation_100	5030
1480	relation_100	3862
1480	relation_100	6133
1481	relation_100	4367
1481	relation_100	4249
1481	relation_100	6289
1481	relation_100	3348
1481	relation_100	3871
1482	relation_100	4019
1482	relation_100	3988
1482	relation_100	3438
1482	relation_100	3084
1482	relation_100	4909
1482	relation_100	3043
1482	relation_100	348
1482	relation_100	3101
1483	relation_100	5963
1483	relation_100	690
1483	relation_100	5543
1483	relation_100	3330
1483	relation_100	5745
1483	relation_100	6154
1484	relation_100	5046
1484	relation_100	3639
1484	relation_100	5001
1484	relation_100	218
1484	relation_100	3872
1484	relation_100	3356
1484	relation_100	3355
1484	relation_100	3434
1484	relation_100	241
1484	relation_100	4671
1484	relation_100	5715
1485	relation_100	6028
1485	relation_100	3898
1485	relation_100	3894
1485	relation_100	3883
1485	relation_100	5036
1485	relation_100	5512
1485	relation_100	3897
1485	relation_100	5038
1485	relation_100	252
1485	relation_100	5039
1486	relation_100	3839
1486	relation_100	4019
1486	relation_100	3604
1486	relation_100	4329
1486	relation_100	3605
1486	relation_100	4397
1486	relation_100	5413
1486	relation_100	3892
1486	relation_100	5776
1486	relation_100	3821
1486	relation_100	3228
1486	relation_100	3609
1486	relation_100	4508
1486	relation_100	3275
1487	relation_100	4367
1487	relation_100	5458
1487	relation_100	5702
1487	relation_100	4752
1487	relation_100	4665
1487	relation_100	5469
1487	relation_100	4761
1487	relation_100	3324
1487	relation_100	3361
1487	relation_100	4758
1487	relation_100	4760
1488	relation_100	3129
1488	relation_100	4752
1488	relation_100	4665
1488	relation_100	3274
1488	relation_100	224
1488	relation_100	241
1488	relation_100	221
1488	relation_100	91
1488	relation_100	93
1488	relation_100	244
1488	relation_100	243
1489	relation_100	4487
1489	relation_100	3987
1489	relation_100	3912
1489	relation_100	5856
1489	relation_100	3723
1489	relation_100	4169
1489	relation_100	5024
1489	relation_100	218
1489	relation_100	232
1490	relation_100	5458
1490	relation_100	3546
1490	relation_100	3256
1490	relation_100	5753
1490	relation_100	3865
1490	relation_100	89
1491	relation_100	5759
1491	relation_100	871
1491	relation_100	3330
1491	relation_100	5772
1491	relation_100	5760
1492	relation_100	3839
1492	relation_100	4397
1492	relation_100	5728
1492	relation_100	3253
1492	relation_100	5435
1492	relation_100	6197
1493	relation_100	3347
1493	relation_100	4052
1493	relation_100	4019
1493	relation_100	3438
1493	relation_100	5878
1493	relation_100	229
1494	relation_100	3843
1494	relation_100	6054
1494	relation_100	6194
1494	relation_100	230
1494	relation_100	231
1494	relation_100	3716
1495	relation_100	5969
1495	relation_100	5458
1495	relation_100	5759
1495	relation_100	5470
1495	relation_100	5950
1495	relation_100	3160
1495	relation_100	5354
1495	relation_100	4057
1495	relation_100	230
1495	relation_100	3983
1495	relation_100	771
1495	relation_100	3864
1495	relation_100	4417
1495	relation_100	4049
1495	relation_100	3708
1495	relation_100	5035
1496	relation_100	5753
1496	relation_100	4071
1496	relation_100	5190
1496	relation_100	6049
1496	relation_100	3082
1496	relation_100	6172
1497	relation_100	4487
1497	relation_100	4492
1497	relation_100	5490
1497	relation_100	4607
1497	relation_100	5230
1498	relation_100	3522
1498	relation_100	3093
1498	relation_100	3523
1498	relation_100	89
1498	relation_100	250
1499	relation_100	5001
1499	relation_100	218
1499	relation_100	3872
1499	relation_100	3031
1499	relation_100	6128
1499	relation_100	247
1499	relation_100	4671
1500	relation_100	3846
1500	relation_100	5458
1500	relation_100	3075
1500	relation_100	4492
1500	relation_100	3438
1500	relation_100	3809
1500	relation_100	6514
1500	relation_100	5950
1500	relation_100	3047
1500	relation_100	4835
1500	relation_100	3256
1500	relation_100	5941
1500	relation_100	6054
1500	relation_100	3046
1500	relation_100	3084
1500	relation_100	6305
1500	relation_100	4838
1500	relation_100	4836
1500	relation_100	3258
1500	relation_100	3893
1500	relation_100	6124
1501	relation_100	3839
1501	relation_100	3086
1501	relation_100	521
1501	relation_100	4046
1501	relation_100	218
1501	relation_100	238
1501	relation_100	3273
1502	relation_100	3839
1502	relation_100	3083
1502	relation_100	4332
1502	relation_100	3858
1502	relation_100	5880
1502	relation_100	5218
1502	relation_100	5484
1502	relation_100	3841
1502	relation_100	6185
1503	relation_100	5458
1503	relation_100	5759
1503	relation_100	5549
1503	relation_100	4492
1503	relation_100	4494
1503	relation_100	5552
1503	relation_100	4057
1503	relation_100	4056
1503	relation_100	4055
1503	relation_100	230
1503	relation_100	218
1503	relation_100	3124
1504	relation_100	3347
1504	relation_100	4052
1504	relation_100	4057
1504	relation_100	241
1504	relation_100	246
1505	relation_100	3839
1505	relation_100	4512
1505	relation_100	5015
1505	relation_100	3912
1505	relation_100	5492
1506	relation_100	4052
1506	relation_100	3526
1506	relation_100	3527
1506	relation_100	4035
1506	relation_100	6493
1507	relation_100	6129
1507	relation_100	5458
1507	relation_100	4907
1507	relation_100	3038
1507	relation_100	4261
1507	relation_100	5542
1507	relation_100	3315
1508	relation_100	4487
1508	relation_100	4052
1508	relation_100	3912
1508	relation_100	3330
1508	relation_100	4072
1508	relation_100	89
1508	relation_100	4491
1509	relation_100	5969
1509	relation_100	4019
1509	relation_100	5115
1509	relation_100	3258
1509	relation_100	4852
1509	relation_100	3271
1510	relation_100	3846
1510	relation_100	3605
1510	relation_100	5413
1510	relation_100	3741
1510	relation_100	4909
1510	relation_100	5127
1510	relation_100	6197
1510	relation_100	246
1511	relation_100	3839
1511	relation_100	4019
1511	relation_100	3526
1511	relation_100	3093
1511	relation_100	5115
1511	relation_100	5753
1511	relation_100	5002
1512	relation_100	5759
1512	relation_100	4019
1512	relation_100	3330
1512	relation_100	3334
1512	relation_100	4090
1513	relation_100	3839
1513	relation_100	3846
1513	relation_100	4487
1513	relation_100	4492
1513	relation_100	4018
1513	relation_100	4366
1514	relation_100	4487
1514	relation_100	4492
1514	relation_100	3983
1514	relation_100	232
1514	relation_100	3295
1515	relation_100	5759
1515	relation_100	350
1515	relation_100	5773
1515	relation_100	4750
1515	relation_100	5012
1515	relation_100	5422
1516	relation_100	3347
1516	relation_100	4052
1516	relation_100	3038
1516	relation_100	5026
1516	relation_100	4035
1516	relation_100	6536
1516	relation_100	233
1516	relation_100	3242
1516	relation_100	4322
1517	relation_100	3838
1517	relation_100	3605
1517	relation_100	4035
1517	relation_100	230
1517	relation_100	3262
1517	relation_100	231
1518	relation_100	3469
1518	relation_100	3839
1518	relation_100	3075
1518	relation_100	4052
1518	relation_100	3086
1518	relation_100	3697
1519	relation_100	3083
1519	relation_100	5483
1519	relation_100	3074
1519	relation_100	218
1519	relation_100	247
1520	relation_100	5458
1520	relation_100	3330
1520	relation_100	6054
1520	relation_100	3853
1520	relation_100	3345
1520	relation_100	4863
1520	relation_100	6121
1521	relation_100	4076
1521	relation_100	5458
1521	relation_100	4019
1521	relation_100	3038
1521	relation_100	3457
1521	relation_100	4530
1521	relation_100	688
1522	relation_100	3723
1522	relation_100	5984
1522	relation_100	6054
1522	relation_100	3813
1522	relation_100	3625
1522	relation_100	3508
1522	relation_100	89
1522	relation_100	5065
1522	relation_100	3230
1522	relation_100	5067
1523	relation_100	3839
1523	relation_100	4487
1523	relation_100	3086
1523	relation_100	3433
1523	relation_100	5089
1523	relation_100	4765
1523	relation_100	230
1523	relation_100	89
1524	relation_100	5759
1524	relation_100	6304
1524	relation_100	4750
1524	relation_100	5012
1524	relation_100	4396
1525	relation_100	5980
1525	relation_100	4019
1525	relation_100	4835
1525	relation_100	5052
1525	relation_100	4836
1526	relation_100	5922
1526	relation_100	5025
1526	relation_100	5936
1526	relation_100	4490
1526	relation_100	4351
1526	relation_100	3995
1526	relation_100	5060
1526	relation_100	5958
1527	relation_100	4487
1527	relation_100	5458
1527	relation_100	5759
1527	relation_100	3347
1527	relation_100	3075
1527	relation_100	3083
1527	relation_100	4492
1527	relation_100	4494
1527	relation_100	6286
1527	relation_100	5470
1527	relation_100	3079
1528	relation_100	5458
1528	relation_100	4492
1528	relation_100	4019
1528	relation_100	3479
1528	relation_100	3481
1528	relation_100	4909
1529	relation_100	4487
1529	relation_100	3075
1529	relation_100	3712
1529	relation_100	5936
1529	relation_100	4035
1530	relation_100	3846
1530	relation_100	3605
1530	relation_100	3433
1530	relation_100	5413
1530	relation_100	6054
1530	relation_100	5257
1530	relation_100	5227
1530	relation_100	240
1531	relation_100	3839
1531	relation_100	4019
1531	relation_100	4501
1531	relation_100	3666
1531	relation_100	230
1531	relation_100	437
1531	relation_100	4212
1531	relation_100	5175
1531	relation_100	3270
1531	relation_100	5953
1531	relation_100	5064
1531	relation_100	4205
1532	relation_100	5458
1532	relation_100	4019
1532	relation_100	5470
1532	relation_100	3433
1532	relation_100	3224
1532	relation_100	5186
1532	relation_100	3269
1533	relation_100	3083
1533	relation_100	3858
1533	relation_100	5468
1533	relation_100	5484
1533	relation_100	3859
1534	relation_100	3532
1534	relation_100	5909
1534	relation_100	6190
1534	relation_100	5324
1534	relation_100	6011
1534	relation_100	3282
1535	relation_100	5458
1535	relation_100	4019
1535	relation_100	3674
1535	relation_100	6124
1535	relation_100	4010
1536	relation_100	3839
1536	relation_100	5896
1536	relation_100	3236
1536	relation_100	4909
1536	relation_100	4105
1537	relation_100	5047
1537	relation_100	3839
1537	relation_100	3858
1537	relation_100	5484
1537	relation_100	3862
1537	relation_100	6185
1538	relation_100	4494
1538	relation_100	5413
1538	relation_100	2
1538	relation_100	6467
1538	relation_100	4322
1539	relation_100	6397
1539	relation_100	5458
1539	relation_100	5431
1539	relation_100	3256
1539	relation_100	3463
1539	relation_100	4178
1540	relation_100	3083
1540	relation_100	3086
1540	relation_100	5528
1540	relation_100	5532
1540	relation_100	5529
1541	relation_100	5458
1541	relation_100	3604
1541	relation_100	3605
1541	relation_100	5211
1541	relation_100	5002
1541	relation_100	6156
1541	relation_100	3705
1542	relation_100	5969
1542	relation_100	4512
1542	relation_100	3876
1542	relation_100	5348
1542	relation_100	3512
1542	relation_100	5013
1543	relation_100	5759
1543	relation_100	3347
1543	relation_100	3083
1543	relation_100	3987
1543	relation_100	5470
1543	relation_100	3256
1543	relation_100	3160
1543	relation_100	5002
1543	relation_100	4909
1543	relation_100	3043
1543	relation_100	5420
1543	relation_100	437
1543	relation_100	5956
1543	relation_100	233
1544	relation_100	3839
1544	relation_100	3075
1544	relation_100	3083
1544	relation_100	4492
1544	relation_100	3090
1544	relation_100	4501
1544	relation_100	6054
1544	relation_100	5433
1544	relation_100	3079
1544	relation_100	3124
1545	relation_100	4487
1545	relation_100	5702
1545	relation_100	4494
1545	relation_100	5880
1545	relation_100	3511
1545	relation_100	3478
1545	relation_100	5040
1546	relation_100	5723
1546	relation_100	5469
1546	relation_100	89
1546	relation_100	3075
1546	relation_100	4492
1546	relation_100	5458
1546	relation_100	5002
1546	relation_100	3079
1546	relation_100	3858
1546	relation_100	3859
1547	relation_100	4487
1547	relation_100	5458
1547	relation_100	3075
1547	relation_100	5717
1547	relation_100	3712
1548	relation_100	4487
1548	relation_100	5759
1548	relation_100	4492
1548	relation_100	4494
1548	relation_100	3433
1549	relation_100	5458
1549	relation_100	3604
1549	relation_100	3093
1549	relation_100	3605
1549	relation_100	3609
1550	relation_100	5717
1550	relation_100	3604
1550	relation_100	3608
1550	relation_100	228
1550	relation_100	4084
1550	relation_100	4083
1551	relation_100	4367
1551	relation_100	5702
1551	relation_100	4019
1551	relation_100	5895
1551	relation_100	4852
1551	relation_100	4014
1551	relation_100	4015
1551	relation_100	5623
1552	relation_100	5759
1552	relation_100	3083
1552	relation_100	5884
1552	relation_100	4331
1552	relation_100	3093
1552	relation_100	5552
1552	relation_100	5761
1552	relation_100	89
1552	relation_100	218
1552	relation_100	3095
1552	relation_100	226
1553	relation_100	4367
1553	relation_100	3858
1553	relation_100	5702
1553	relation_100	4494
1553	relation_100	4179
1553	relation_100	3661
1553	relation_100	3860
1553	relation_100	3863
1554	relation_100	3347
1554	relation_100	4035
1554	relation_100	5953
1554	relation_100	3220
1554	relation_100	240
1555	relation_100	3843
1555	relation_100	5458
1555	relation_100	3605
1555	relation_100	3892
1555	relation_100	5002
1555	relation_100	3705
1556	relation_100	3839
1556	relation_100	4397
1556	relation_100	6186
1556	relation_100	5059
1556	relation_100	3468
1556	relation_100	4104
1557	relation_100	3843
1557	relation_100	4487
1557	relation_100	4512
1557	relation_100	3086
1557	relation_100	5431
1557	relation_100	3534
1557	relation_100	3742
1557	relation_100	4500
1558	relation_100	4487
1558	relation_100	5458
1558	relation_100	4492
1558	relation_100	4019
1558	relation_100	5922
1559	relation_100	5969
1559	relation_100	4029
1559	relation_100	121
1559	relation_100	125
1559	relation_100	5876
1559	relation_100	4671
1560	relation_100	3839
1560	relation_100	3843
1560	relation_100	4487
1560	relation_100	3347
1560	relation_100	6286
1560	relation_100	3604
1560	relation_100	5204
1560	relation_100	3607
1561	relation_100	5047
1561	relation_100	4332
1561	relation_100	3078
1561	relation_100	4506
1561	relation_100	5252
1561	relation_100	5253
1562	relation_100	4487
1562	relation_100	5759
1562	relation_100	4492
1562	relation_100	4494
1562	relation_100	4019
1562	relation_100	3353
1562	relation_100	230
1562	relation_100	3267
1562	relation_100	5207
1562	relation_100	89
1562	relation_100	3270
1562	relation_100	3370
1562	relation_100	3371
1563	relation_100	3347
1563	relation_100	237
1563	relation_100	3243
1563	relation_100	6467
1563	relation_100	5554
1563	relation_100	3244
1564	relation_100	4487
1564	relation_100	5759
1564	relation_100	3912
1564	relation_100	5537
1564	relation_100	5542
1565	relation_100	4487
1565	relation_100	3075
1565	relation_100	3083
1565	relation_100	4492
1565	relation_100	4494
1565	relation_100	5922
1565	relation_100	6301
1566	relation_100	5046
1566	relation_100	4019
1566	relation_100	4234
1566	relation_100	3319
1566	relation_100	4168
1566	relation_100	4371
1566	relation_100	4176
1566	relation_100	4041
1566	relation_100	4372
1566	relation_100	5240
1566	relation_100	5622
1566	relation_100	6517
1567	relation_100	4367
1567	relation_100	4487
1567	relation_100	5759
1567	relation_100	3075
1567	relation_100	3083
1567	relation_100	3318
1567	relation_100	4046
1567	relation_100	4326
1567	relation_100	3341
1567	relation_100	4244
1567	relation_100	3513
1567	relation_100	5053
1567	relation_100	6137
1568	relation_100	3839
1568	relation_100	4487
1568	relation_100	3347
1568	relation_100	4492
1568	relation_100	3296
1568	relation_100	5423
1568	relation_100	3082
1568	relation_100	240
1569	relation_100	5458
1569	relation_100	5759
1569	relation_100	5963
1569	relation_100	3083
1569	relation_100	3160
1569	relation_100	5753
1569	relation_100	5484
1569	relation_100	5634
1570	relation_100	3522
1570	relation_100	3160
1570	relation_100	3093
1570	relation_100	5083
1570	relation_100	3983
1570	relation_100	234
1570	relation_100	237
1570	relation_100	4322
1570	relation_100	4407
1570	relation_100	4878
1571	relation_100	4052
1571	relation_100	5922
1571	relation_100	3038
1571	relation_100	5860
1571	relation_100	4035
1572	relation_100	3347
1572	relation_100	4494
1572	relation_100	5413
1572	relation_100	4106
1572	relation_100	251
1572	relation_100	250
1573	relation_100	5759
1573	relation_100	3083
1573	relation_100	4331
1573	relation_100	3526
1573	relation_100	5085
1573	relation_100	5972
1573	relation_100	5483
1574	relation_100	5458
1574	relation_100	5963
1574	relation_100	4019
1574	relation_100	3084
1574	relation_100	5753
1574	relation_100	3806
1575	relation_100	4487
1575	relation_100	5759
1575	relation_100	3075
1575	relation_100	3083
1575	relation_100	4494
1576	relation_100	5969
1576	relation_100	5458
1576	relation_100	3075
1576	relation_100	5001
1576	relation_100	4909
1576	relation_100	3085
1576	relation_100	4322
1576	relation_100	4407
1577	relation_100	4487
1577	relation_100	5458
1577	relation_100	4492
1577	relation_100	4084
1577	relation_100	232
1577	relation_100	3271
1577	relation_100	3284
1577	relation_100	3283
1578	relation_100	5458
1578	relation_100	3526
1578	relation_100	2979
1578	relation_100	230
1578	relation_100	3870
1578	relation_100	89
1579	relation_100	5458
1579	relation_100	5728
1579	relation_100	5718
1579	relation_100	4654
1579	relation_100	6197
1580	relation_100	4487
1580	relation_100	5759
1580	relation_100	4494
1580	relation_100	4019
1580	relation_100	5910
1580	relation_100	3712
1580	relation_100	5514
1580	relation_100	230
1580	relation_100	89
1580	relation_100	4244
1581	relation_100	4487
1581	relation_100	3075
1581	relation_100	4052
1581	relation_100	3833
1581	relation_100	4071
1581	relation_100	3086
1582	relation_100	5458
1582	relation_100	3129
1582	relation_100	4752
1582	relation_100	4665
1582	relation_100	89
1582	relation_100	218
1582	relation_100	4761
1582	relation_100	4759
1582	relation_100	224
1582	relation_100	3133
1582	relation_100	241
1582	relation_100	4756
1582	relation_100	95
1582	relation_100	3131
1582	relation_100	221
1582	relation_100	91
1582	relation_100	93
1582	relation_100	244
1582	relation_100	243
1583	relation_100	4607
1583	relation_100	3712
1583	relation_100	5189
1583	relation_100	5913
1583	relation_100	6492
1583	relation_100	5457
1584	relation_100	5759
1584	relation_100	3833
1584	relation_100	3093
1584	relation_100	237
1584	relation_100	5442
1584	relation_100	5122
1585	relation_100	4487
1585	relation_100	6029
1585	relation_100	4052
1585	relation_100	4490
1585	relation_100	3975
1585	relation_100	234
1585	relation_100	5721
1585	relation_100	237
1586	relation_100	4487
1586	relation_100	5458
1586	relation_100	3347
1586	relation_100	3075
1586	relation_100	3876
1586	relation_100	3256
1586	relation_100	4169
1586	relation_100	6054
1586	relation_100	3079
1587	relation_100	4367
1587	relation_100	5702
1587	relation_100	6186
1587	relation_100	4505
1587	relation_100	6187
1588	relation_100	4487
1588	relation_100	5759
1588	relation_100	3075
1588	relation_100	3912
1588	relation_100	6317
1588	relation_100	4165
1588	relation_100	5362
1589	relation_100	5759
1589	relation_100	3075
1589	relation_100	3083
1589	relation_100	4332
1589	relation_100	3858
1589	relation_100	5702
1589	relation_100	5880
1589	relation_100	5706
1590	relation_100	4487
1590	relation_100	5759
1590	relation_100	3083
1590	relation_100	4494
1590	relation_100	6286
1590	relation_100	3870
1591	relation_100	4487
1591	relation_100	4052
1591	relation_100	5922
1591	relation_100	4179
1591	relation_100	3266
1591	relation_100	5002
1591	relation_100	4322
1592	relation_100	4615
1592	relation_100	4019
1592	relation_100	3332
1592	relation_100	3330
1592	relation_100	5100
1592	relation_100	3334
1592	relation_100	6515
1592	relation_100	5266
1593	relation_100	3075
1593	relation_100	5492
1593	relation_100	3915
1593	relation_100	3256
1593	relation_100	4338
1593	relation_100	5025
1593	relation_100	4995
1593	relation_100	5484
1593	relation_100	3902
1593	relation_100	5890
1593	relation_100	5713
1594	relation_100	5528
1594	relation_100	4179
1594	relation_100	6117
1594	relation_100	5523
1594	relation_100	6116
1595	relation_100	6193
1595	relation_100	4487
1595	relation_100	3075
1595	relation_100	3912
1595	relation_100	4492
1595	relation_100	4019
1595	relation_100	5922
1595	relation_100	5541
1595	relation_100	3914
1595	relation_100	5537
1595	relation_100	6482
1595	relation_100	3712
1595	relation_100	3152
1595	relation_100	5536
1595	relation_100	6054
1595	relation_100	3889
1595	relation_100	3079
1595	relation_100	3154
1595	relation_100	3619
1596	relation_100	5047
1596	relation_100	5046
1596	relation_100	4332
1596	relation_100	3858
1596	relation_100	5880
1596	relation_100	3475
1596	relation_100	5484
1596	relation_100	3640
1596	relation_100	3477
1597	relation_100	3671
1597	relation_100	777
1597	relation_100	3604
1597	relation_100	4092
1597	relation_100	3330
1597	relation_100	3427
1597	relation_100	3334
1597	relation_100	5775
1597	relation_100	3062
1597	relation_100	3482
1597	relation_100	5745
1597	relation_100	6154
1597	relation_100	3065
1597	relation_100	3122
1597	relation_100	5916
1597	relation_100	6500
1597	relation_100	3428
1597	relation_100	4096
1597	relation_100	5707
1597	relation_100	5466
1597	relation_100	3097
1597	relation_100	3109
1597	relation_100	5241
1597	relation_100	5107
1597	relation_100	3121
1597	relation_100	3281
1597	relation_100	3688
1597	relation_100	3436
1597	relation_100	3690
1597	relation_100	3064
1597	relation_100	4768
1597	relation_100	3313
1597	relation_100	5782
1597	relation_100	4769
1597	relation_100	3971
1597	relation_100	3120
1597	relation_100	4767
1597	relation_100	5094
1597	relation_100	5964
1598	relation_100	5759
1598	relation_100	5922
1598	relation_100	3330
1598	relation_100	5100
1598	relation_100	3439
1599	relation_100	4487
1599	relation_100	5458
1599	relation_100	3075
1599	relation_100	6286
1599	relation_100	251
1600	relation_100	3839
1600	relation_100	3465
1600	relation_100	3086
1600	relation_100	4467
1600	relation_100	5081
1601	relation_100	3839
1601	relation_100	3075
1601	relation_100	3718
1601	relation_100	6054
1601	relation_100	89
1601	relation_100	3268
1602	relation_100	4092
1602	relation_100	4665
1602	relation_100	4909
1602	relation_100	4761
1602	relation_100	5731
1602	relation_100	3273
1603	relation_100	3232
1603	relation_100	690
1603	relation_100	3330
1603	relation_100	5100
1603	relation_100	3334
1603	relation_100	5418
1603	relation_100	5114
1603	relation_100	3061
1603	relation_100	4054
1604	relation_100	3912
1604	relation_100	5537
1604	relation_100	4073
1604	relation_100	3154
1604	relation_100	5525
1604	relation_100	3711
1605	relation_100	3987
1605	relation_100	5856
1605	relation_100	5232
1605	relation_100	5406
1605	relation_100	218
1605	relation_100	3817
1605	relation_100	238
1605	relation_100	4418
1606	relation_100	5229
1606	relation_100	3469
1606	relation_100	6397
1606	relation_100	3086
1606	relation_100	6390
1607	relation_100	3839
1607	relation_100	5458
1607	relation_100	5759
1607	relation_100	4492
1607	relation_100	4494
