itemID	entityID
OPs8fLrsyzUTABJb	2070
NhVaT6RlTK0epJRg	2006
PMDlJR7ZqeSncuBj	2151
10HnVTTrxBLrIVxw	88
u5ecSsy1qvXB4ZFt	6236
wr93zy6wrksrq4we	6522
kmxWjjVemmOnQKqP	4747
oqqeRqo3MVrinIrx	5345
xZ15tPsbeGKXHPOk	6578
4CCnho6dkVmtTvCC	459
AxOKZFQ7AxWnJOqk	1013
NHFWSY71NtkasxD2	1975
48luPDUPh9QPhaPB	452
2KcyTmsvhc3CYkyf	283
0F1gwgP6liZPtAOM	21
8xOdDzoxpwv64v7g	863
4JdNRmlZBjBdQm0L	472
JO3Nb3DxeLo6sLn3	1687
dtq88OIJaIlDey6g	3733
bxGSh8qUc18VeUMU	3375
mZ1hp5m9wmUk2eb2	4990
KvcEgoAGE8pxYy69	1799
3SCTCVodGLAK4S7T	388
xJGzynOFqq9zKqxi	6564
1or173pQvHvl1bOP	191
x9BqjwpbB1gugiFv	6549
TjffS3yArACEcine	2484
G7oOdpB4TDdTCCJ5	1410
eevMvTCxMiUAVPk2	3823
UL8tw1u84b9A7PGd	2529
7yiF9e8QCKOEfDio	765
AuIour1epL2nkyOV	1009
fuDLHKkORaXSavbt	4081
vD7Tl88QOHTfQObG	6345
k4qM4UeELDrBNpbE	4680
dDnhMiwfgU3jMgmK	3575
ldasEPCOaI9IjZ5k	4847
laZBaUO2EaKS1pmZ	4828
CDA6qAIXNVWedlnf	1112
O3Fkl1YVacF5jmbE	2046
zO8gwg73TYVDoxWp	6722
AQq87aC9RG6PppZZ	973
UwNpjZN9f0Vmh2GI	2575
e817zkJFjPA9mHGu	3764
m9cvGxtrgxJyiITv	4955
6KszeIO6sj8x0qdF	623
sHVJfvcbQdEkDZ5X	5831
ZalmW8lkV3FnyzMN	2946
eV8PSJ5kxg39h4tV	3798
rsgbus6rGBIhU65B	5789
iO2GBpFlUKThsDBD	4450
UOtvbJh4GSnCJ8hl	2533
X8defiYa8Kz7DAoL	2758
kkKZagknJRaMjNXA	4742
mFCdIQJBbMdC553g	4965
8djeNHev49GQxWSl	842
wgkdQICrN5jxn7qf	6490
q65DfeOGiRvvG5YU	5568
QGCm4yQFEvq2KzZy	2218
8AUwlDP0wqc5rszU	796
zu1ZQy7UeM6lFena	6769
3eZsEzDeN2LfgNMO	400
3LIaIcifnY5aenlF	376
0zHYWyUgwiCVEXty	81
DBIIE8Relx7k4GdQ	1185
iioqpCiDjxAmdRo0	4477
GpBYD2BgQknvtZSW	1477
kdSclvCphwLw8r4R	4726
8JTgILdJUh8UTZ7M	812
WeoUcksJv4p1yWAH	2715
i0DM2DOvbmy6zrnM	4419
mjNbY57Bg4YU9kKX	5075
8LpPVCWSfRZkXgXs	815
MSplH88X08G0Gw16	1910
m1nmKivh7Ttlt4UI	4944
otMZPNCs7YgdQGOd	5357
se5HgxuufBTnmdqu	5882
wSFvhbSbSGYSLZph	6461
4B2qft92ZWBRlbnw	457
jwDDYgvz3OSD79wf	4657
P83tbIBgWCSH2i8b	2122
oTjpzErLIEWfXT3J	5306
yqAXqgmiVfgHti8o	6678
7Meao2j0hp5NyS4K	714
mMLjgS2cALxdVl4l	4973
zwDXitbtyixPQjXq	6770
Y4c8ByA1dv2Onk00	2838
uWjEJWjkNDuCp7jt	6267
So2Lt91PpKdMo0hp	2412
IRoyVyRpk4lcS5QP	1611
RSYbT5ji4QSURhW8	2311
gPuDDwWS7qcpkW8i	4145
zks43i2b43HNQXLW	6756
1PJdHWoD6eeUzdA6	153
KNM9FJRPQor7FNnk	1759
9bFAsmXCmbClzsgU	915
fwhCVi2WwVhJQ5bo	4113
zS8klxzrt0X8EtIZ	6728
IB7HpAzQWUbKsdek	1588
N8NikrKQHTeRkOD8	1966
mE7Gy9A85vdsLMyK	4963
qED6KK2iSwKOhCkm	5573
NAuTkJnefuy8AfDI	1968
9rg0QN8lkfsxpk9K	934
KK4wzbXjqBx72Cmz	1755
j30DuG5WjEPf1g8v	4562
nAXy2vKOKDZqbw2w	5138
PvdBwCe7hZK4STHo	2190
DGvaJh5XeAUHtQZI	1194
LhooJo6vANQOLlsf	1860
KfLeNfYh8mUQOCjm	1784
fjr1O3FpFRZczmwO	4037
iFRaEaW5qQbYxQAJ	4439
pKKXa4rCNbT19Zdh	5382
q4ceMpxC5MY3YXQl	5566
rewGUIQQu7XqvY1j	5734
ygkUhqslGxDreZW7	6664
4zEzHYIwIbMZjo3T	517
ytUp6lLby7ZUoaHG	6687
GpuvAKtalLDPsLUT	1480
UvvGWYEw4VkvSPBe	2574
rUoTiI67HA3sAYBj	5676
cfJJs7539ELabGr4	3448
SMBaVnO7ABbYsGSQ	2377
sNL2ASP5uqDFYf9I	5837
v5jpfTPj9Hpra4IC	6333
ywaHq6ZVSsj8ZApt	6690
6KclaPzCuRtDmQPJ	621
Fgj45gbUw9FeIiq0	1369
XKcjtqVEd0mbuzBj	2777
O1mgOe8SuyCnm0Ks	2041
TT2fSMlIrzCk3hpp	2460
25EtnoL9Tzv6eZIB	264
5OuePS5k97fWdUgf	547
RT8S6IS5mcnvgxWu	2312
WVF8FI0OudiTPp4a	2701
QOry6PaML7fWQaV8	2224
t0qWhhxdahgCuBfu	6059
vp7JSZ1uebW6iLAv	6406
MLwzUuhAHfRIMPQD	1902
4IyIr6ZdAnPoeUwe	471
BkpBnPS0eUeRRX9o	1075
OmOg7eL4WIwrcu6A	2095
gYrTktq9zUjDNokR	4157
5WotqovpGT9XNUot	557
vxTo87D6q7sSaSEj	6417
3ek5bpYhdyAlCLlJ	401
BCk7IfHq0ALXr4FZ	1036
C72OwX0OjweLOO8m	1103
X26Llrye2zMHGIfL	2748
gva33vQRFvDTBunF	4265
tPR5Ai9IkeHwd32t	6082
UZDYGdDp6eH9oJOt	2548
KRCZucr9Fmq431MN	1767
G6CuNEx2suQ1yQwG	1406
GbRrlvJrPk8YiM9J	1455
b1DTPbHC3tU6E5oi	3170
o2RslLUTQqLusEiY	5271
8CRIaAGf9H2U7ghW	799
AyaOJ4cJAr7dKa3h	1017
8RA9jiI5CxYtUPqv	819
B6qJCfV9rF7998if	1025
cUvMHkB50cX9RxWO	3419
89tSDRud9wqA7VEU	794
aZb9txa4eQm0vQjR	3024
oJyBu3SH7zzMvTk1	5294
mAKTaVdt1zXXzO47	4956
XflrBgphLwxgeV2Z	2801
x3JbBvuB1WCP5riN	6542
ucp9Px6D6BivQrxg	6273
H4PsWV5qmNdX3gd9	1502
GH7Bt6jyKGNmJm68	1428
yTVRzZQWbNKw9sPf	6642
wQyS773J42Tm0y3a	6457
IyHpHDaZrXUqsqNp	1657
89JR5mo5xQGsxhGm	793
fcBbehgxJomKRPtD	4000
b7p1v5nc1b3OmcDf	3178
kAMGFuW84UdVWePm	4688
sDHyIQqpgNbyowNr	5823
764JHVBxMNY03FGB	696
HLgUGjhOvLko6SIi	1524
MR6I8cnIyY5vLeJ5	1908
lwPRfJkQwMyR8oJ8	4936
rTapC7xn1Xz62yOf	5675
s9kY7IafgUSauvSd	5817
jHMlg5bSOwFyoYGP	4581
vDnsqtzx2IJwUYqk	6346
Lt1Ib5hRh2TpDumw	1871
XtYXsJT1QjmJC2PQ	2825
EW2j8KkB3ZsaBhqc	1283
2HMIpSuCforil1f7	280
dIxP8ETtMDV4l148	3583
42FgNb0RXCv2Y5gs	439
75um1cWMkD2NyGfW	695
D0mzkeIK7EtMFTRw	1173
IehBvPQJye31yOe9	1632
Z04ubpryM7Pm2BU9	2906
H5sUW1SlQNNyLA90	1504
get9fqyk3qeSZuKk	4184
SVS9afwtPRH9SGGm	2388
vOLz5xHHXJht4mO3	6359
TFZBq7SMbfUJ3PEg	2444
avwHOOoLDzWewDD2	3159
ZenoUQ3L850QKYVe	2952
egGT8x3SdNoW45A3	3825
PiCTkOJk1PudF74y	2173
JnoyyIr4q5OEDSRb	1724
WEjfOacokJLE0g6p	2681
Mu9eOSy9ELjZtRnr	1943
w8DUu6DPPkoeUAdv	6437
mhsu6SdsnmLiPzoa	5056
LGuvev6ad629cOrI	1824
bBJIyk1Ut2YV826l	3183
F1Xw1fJvVFIjOgLc	1309
4kxHHMaLc5zELlDf	502
7rhn67Af6AzsaFbc	756
EaZx3ijgUKsKa1YD	1289
156LPpuo7jQrTg4s	105
nMbEXUFJTv2caOxL	5153
DXyyc4lXjezIkFiA	1210
55oqBYScgy7OSQLW	528
rPQoz2ylAsmSdZSF	5668
wxTq3KFVUkULeTk5	6532
4ai9wX0CFX3AadMc	493
1A2AXViQVzCm1APB	127
3wfWXDb6Rnb6YJ9f	431
6zfgBzT38YuLQyRd	685
8fHew8geykjAIQak	844
AyuewI5e653opHon	1018
FWgoz6YqKbqJBXBG	1352
j8UgIPC33OpTbinh	4573
o80qmfRG6FOn16Ka	5278
t4nm8bv9kPL3toRC	6061
of3Ciu4ejZRFFsja	5323
pvpJb33EjsNGQpya	5557
lsakkzJdmTvHzAfL	4929
WpCFDEmCMufQ9koO	2734
bT1oMg2xe7qkdjQH	3209
58uHumWbJhdrYuFU	534
ZigTOrUbQHIrd4RN	2958
GvHdsJ73USXNRqEN	1489
vnjGD2kG5uZZnlej	6395
xzSIBPyadylfqxmn	6604
JmBqRgaLqs3rFemY	1720
6E06LIR2paM6gQOF	612
cFsyfxr7mB7LUta2	3402
bz9sae2lvuKRaDzv	3378
8fKmFDlaYwr9PFYa	845
ex42qOxdrbj1CJ7y	3904
WOCXxMv7MqMZrPMv	2691
hlXjzMEKTvozulON	4377
KnDzicVDSkHjy0kY	1790
9DnIjyI31V6WOxth	887
vbeSsOfxhY8KXfiH	6372
c4DLBBGbRiYTQ66j	3390
x2udXvrt0a982gcR	6541
bcrR5lXwhuUKyz0C	3249
XVr9Oatlb3oyycI1	2790
PT0QesHLL1Ln5342	2160
tY82s6wkUCmQcx7v	6100
vIrzEGpHQrU1hzka	6351
AipD0gprcYGRGIuN	993
s0qEdhUODZdJ4K96	5805
SAPz9OEwamMR5ZQf	2366
itvHM94TIxQ8HnHf	4537
mTxLbvR0TxSZmFmD	4984
oziX8MfEkabvn3Fd	5365
VUlrDPiz8s4JkO7K	2618
fZGjV0Yb4oqSJrcP	3966
C20qIQ1clDTxVvBP	1094
eolTd84kZFLgQQ4r	3874
GjSyxo6GbbFtReRV	1466
zYA5gSxsPnqJuu6V	6733
oHVoNPIAjdRDD59M	5291
ytLpqtnnXQOUA9CJ	6686
4vPCXVXHeoXkniz9	513
8HUbEIkOaHaqpu5J	806
IRj438XOZXK3vTZp	1610
DtniQkbzDj4Gf11b	1236
k0aIqi3nSGHYDDbF	4668
IVO4kUKcWKJbhYMF	1617
UgQ0si90jnB8BYyh	2563
NqxnyqZz0mp1X7H1	2022
2fbzkHjV52ZPCxPn	309
WgApnm1BZ4DqDQbX	2716
BH1RoK0rI3zi2s2r	1039
rksCmLheVRncTDC2	5750
t7vHU0TBA3ydfq0j	6066
VqFzTFotMuU3S2P9	2659
lEJpyUAfdWRf0kg2	4806
vemjLFi6PaUljvCL	6375
eKuyVrA9fsB8RDvT	3784
Z9OdCakCQO5lCPDJ	2919
KYlq9iOn2OIzQ4MN	1776
g42Ez0hmC2CK3AVS	4124
Yj50cLL0U8iBbfow	2887
GYWAeiVXVLkFiKjZ	1449
yyIk3K2YzzqjofLC	6693
mWyfZyY55nU0B75f	4988
Vn1DLmtyrS1Pc9vm	2655
0x6vNO98Cexz9UXn	78
cQInLA12vwoebHKm	3413
WI2241404UKXbjga	2685
SQM6HcuMszPuFKkr	2382
jwoeW9hH4aUb6Aeq	4660
YDDIGqR2guGIdt9Z	2849
KE4uuZ65eme1Lt73	1747
Nemur22H40z04Y5e	2002
5TCi7Soql5u6AXLo	551
w0ZqrkYMHVxQkihs	6429
YVmPQhhUso3FRVh7	2870
EzFvPuUwX62cY68A	1306
vUkhqqF8Tpz8mTHJ	6362
8dcEnUuxK0UNOuHh	840
zWNhZRUxCHV4q7SZ	6731
O0wCkNpISKhLw5T9	2038
ZXRex9VhSaDcFiLg	2943
HDW2J6S3AJfyuQ1y	1514
l2ADPhbtON9vrTYT	4794
iUBZEhCBR6o4Z5Wp	4456
lRZ2LOHiXIRfaZgy	4817
t0VW3rhfAj1geEvg	6057
hUQT5W589n023DNy	4314
2UhJJKpXTSU2atPc	297
CTBKsdu8OZVgAD8i	1135
R0LAbrXZgICKgzw6	2270
XeH8oHzQNA6RUU8v	2799
FKBdTuNaXGd1UfqQ	1333
uGbV8UCANcNdhpyT	6251
qZcQuHGQ1HRwKhFb	5596
vQjHQRr89SPcMbkV	6361
LsYo7LFhy7piHVjI	1870
3roAUOGQtS7f7rmq	416
X4paf9XpCIghWwEI	2752
czlMQGKVuOTrL0OW	3553
Sub4JnVDhknyMQD6	2417
RAXWJVhq5AKWKKJB	2284
ebgggMnDXS7dNGZr	3812
fulUIfA4kDekGF5g	4089
r45umjOzmRQhE67H	5640
eKARCeBEL4sB2pVE	3781
ncVVtx9vNX5iLHk0	5181
xabVqcuneeMowD0J	6579
HmhlTk8FgNDIZIGM	1562
Z5ib65o9UfEIzLgl	2916
myT0U64lj9ED7bO9	5123
2CJ1Jent15MZxXMP	273
Zm5xpzMLCYn254iE	2962
jMrcqngxP9sYZ4GB	4592
3qL5c6nEhoJTKwFO	414
3yrVKBBi79rAg9bz	433
HURdMGgE4ycjRwac	1540
BZxRPuFl5kkpZwnh	1063
X5UxZr1L7AyzfTs5	2754
a6ZpHMC1YYPAUhrv	2991
AJvXmtNL4ipSKIAf	962
Gxy0ruoNPwGp92b4	1494
izF6qm9i15gJyDp6	4548
PDC5T5eLofFlPOuu	2129
d2BMQBwiq3UmPjjU	3557
raoWtHSG8FFcr6cw	5701
sfi5x1zikdll6wFr	5901
RqDHIcU6HBXUStM7	2342
fQOTMRE5HFhLWzfG	3955
6c9JTPqBiKjCdicL	655
DKL92mOy5RzrjIlQ	1197
ChSWJ6Tk7Uq86Nss	1154
4lPcg5iuDSZ6zk2e	503
sEpPavZ8iOiiKtRw	5827
tcfdiLBjEbsH3yRx	6110
ktiWk1gpZBfYtXsP	4772
Xhpqvzu7vrHyy8gm	2805
HSYGwegzgkUQCHM2	1537
di8omx3wJL6j1oGy	3664
S2V20eF4g83pOZji	2358
C5cya63Z0EGr0l1G	1099
VTMOIM6EQiiGv5ke	2614
lesuWnnYMVxOb2ZA	4859
ZABdMd1NZDBARBP2	2921
5YN0HxI4oeEovqMO	560
NBUVF9Q6qNUtYH3P	1970
sr4glhLPCwEH3kBj	5990
lQWYIpibub4Ayvu3	4815
PMPDBlbXLPWOpBr2	2152
XJ2J0pk40oXB3qIV	2775
9kfie2J7lt6Ee4Ol	927
0n7Pm1QBDkKz5NZb	67
iwB8GMGzEuPRiN70	4542
AnRVgDbEJtijT0Bd	1004
D7Gxyx6FOfaJKj0X	1182
FYTsCRbDC13IQs8y	1356
NwbcLd9ls0zUSu8E	2030
rc1kub0pghETZRS1	5710
Pk2dvqU8cnutBoI5	2179
SBWA9CVJwy6y36fH	2368
XerZE5sDVP07zHnM	2800
xA578eG1dFP9FQuL	6552
80aKHMj0e8JVbkku	776
xxY44Yym4apTE0cq	6600
EHKQpOXWCEj7UjhJ	1264
5a88nuWH641sE63O	562
kuMqINbx2Dn4tTLG	4774
BMk3sy5bVq0w8pTI	1045
2pPBhohqTlbeJxQp	328
KpNFL2KjheJ1WClH	1791
MV7FaamXntGB1TVQ	1915
BMyRs56YB9cIbG9f	1046
o6jekI0bK8ZwrHx1	5275
gWhm9IiPCNjsxdmF	4154
LLvwTcfPGLNt504P	1833
Zd0FJVvJlKEiesNj	2948
kbsZwbzdficFmweN	4724
46pXyusxTp6sKznM	448
C5hZIsUVhrgSfZD4	1100
jLEw9iy6wuR0VxB3	4591
VgmdTZe4OPELP2il	2640
0e7nHt0mwBHGV8yz	58
w5hSAY2cFk2jxSne	6433
SKgLuhUXyl2EVVPv	2376
C0bbVCEpPqc3Gg0K	1092
IZRJnrVImZ5515li	1625
JQKKapU9uDzRFepy	1693
qkA3xSueBkHaQSga	5610
dBS78l9j9eiVkVQA	3570
50a0XVEae8lrv2sR	523
Ik4mMI77U9Bq2cdc	1641
8YOX3xx1jaCJlQjN	833
tdt9EFaqLekRv6ZV	6112
AvEAdEc27ncaYiIH	1010
LYSqfhNBEJAJldzo	1850
3UcFDYq3U1LHFsRe	392
dti9pCRtmgQCkk27	3732
jEWIj8C5fOBjmU0Z	4577
Dtbo1sLP43AE1XdJ	1235
FM4xbBtx3SyhOHD4	1337
V6ExCTd15bgBM1IS	2585
wEk1z3LfuhX9ckWI	6447
K12Dxwi7LaiEiePM	1734
po1zh0ciVL9waCrH	5449
yzUgtRthke1Ah0vB	6700
LdxpY6B3XQcazU0Q	1858
ANp2370ihAfUEaLP	968
sURcVNxfnXClHBV9	5847
CZosC7BwDDkl4aKo	1148
pqnPVwlwV1SJGgMZ	5504
AyRlSNOBC7NpBC63	1016
tQX4xKk5CTrfB9KS	6085
UFfhGsatH9it7XFI	2522
ssjgOdRF4LPmTzbu	5995
kKxiuxi8pPBq2md5	4701
L1m25DHw9YB3w8a2	1807
oBpRX3vQJK9HCNF8	5283
VEMtYxWLcEyLtLrG	2595
AF3m4FsmKj0ArGdh	954
yHalUhHC7kQkopIq	6631
9mq8EJF7izpiIUWy	930
34OJ4gFfRHo4hu9u	357
AfRCyoI94bsYGQmC	989
RdIb9JxJD3y86vk1	2322
13SIIe8Ejhod9zLX	103
h0va4rifFmxwSVMz	4273
yoPeyb6ZQJQ9pU4G	6673
UVBQ56nKCmpTkzf9	2541
6cvXzlhhkfIJggUU	657
9zd0kRfleuLbFKXf	941
2mzlldXgCYcvYcg7	321
3BuMbFk4KsaROpD2	366
0lIUArh2ShcQOd0F	65
B9YyjfhmF6AHUuYx	1030
6XR0tRLGfEQXvkM6	647
5Z4ZG3QyQ5eKkBAn	561
HIJZ5SEJr9JMIH4g	1522
OXJCOiObYTZz0QLz	2077
S6UESCZnCBUF8Y0w	2361
WhSzBbGKdGiNuDKZ	2721
NYCTtKBieYs1QBDI	1997
bjqGjm0OBo4dP2ER	3299
iamuCQuDaFyCvJTz	4459
4vvzQqcmkCITPrQY	515
PhiCkfcbSDGbmIW0	2172
1GxSKmrbSnZvDIJO	138
FiRcRRWZYfVpT2NQ	1373
Pa7DbMQ4TN8tsTQN	2164
AvZ6eMLFGSylmqUr	1012
IvBjN6xngO1nPsUh	1651
CWJZZjwRXrQXVwNO	1139
nrP7WGNHDmlMAPJB	5246
sYwvPempK1tPQtjp	5853
y6Xqwosk4wPVWE0v	6616
10DUMQav36XtaaII	87
ExyU99C1gt2AjwC0	1304
xQWdtpgMTa8ZWLeC	6570
GX2ioTwjLPBWPFwA	1444
P4qTCpBOzUzd8dlu	2119
HYIISCyrXyQcw5JB	1547
jJVFuXM4wx5RETjs	4586
mPePqfdfjA1QrJNy	4980
rxFJIgchEXajpO9G	5802
aXTPoc0pBKnatfnJ	3019
9emxothc6DRepCCU	922
IXvMU5cWOBSyPzRV	1622
3ITm8atd8sXaBdan	372
EAiJ4boUp5EeqNfI	1255
9a2vsyn7dNiOZd9Q	914
AZsZBOyvvDZjqTMN	983
BXbUGQH2dmKuESz4	1059
QA9kFj1sw1Dnx3JN	2206
RKDYcpw1eEIucJEf	2293
hKPBBfqBJwJWIJt0	4300
5VXL380d2w8wpVVo	552
7pBCnUQwfSFALX5n	752
PqjX8Jm9lA7ogAe4	2185
cR5YaiPsiHNa2A1D	3415
sP9O0dmDGnOpB4UH	5842
QXyEtgKnhqknTX0e	2239
r6xh3OlFjrSiY604	5645
3hT34cWmnRTfhcfp	406
C7rQd8s6xNpzigsP	1104
DpbGgvFeEURWFamM	1231
KFA4EgoeqksgK2oW	1749
LB6zo1cFkhKpsq4q	1817
OjTGKtbZsfQc8kYZ	2089
S1osFyHsdPinNDyQ	2357
HXR67d9mHNTVWMUq	1545
TgBRGbMFsgPbmagZ	2479
YyMzyDSazrSqm96k	2902
btJ4hRbA1yPWZr5Y	3360
V9xZCMOqodcaMBms	2591
3QGmrWSa2nu9i4z6	383
hpq2kmaUgtihMKiG	4402
cHvoerDEpkybAqsu	3405
eKfKcwGq0jnLhXTj	3782
iloNRN1WRZVzt5rj	4486
R7ySis5OJIxfciBq	2279
51IQ5d92dMnJtrWQ	525
uDw3CMApfadT4cfz	6246
WX5d15Kx09L0VtiY	2705
c1GSYdUi9akuiTzH	3383
PjWCdfOXObpvqajB	2177
PFtTpkXAAlb8amzO	2135
LLIBSowh1yyGg6Wm	1832
Gwr2G38VqIS97cn1	1492
nQ4h11UiCxpxjafu	5157
Grh79mjaokNsoY2U	1483
2Kbs84A7kRCC70Lq	282
0ltYJZpJLaxEdGd7	66
92t3g4fi8JbaZ3kb	872
MJIqO3IOesk8vHjV	1898
WozufIiePsLBNARU	2733
3gOm6enUUBqli1oj	403
fkW48e5eZWplYa0v	4039
TVAuJlYEkGD0pjRP	2463
UfYjo9sgCtqXAfMO	2561
nPqN6aEB4b9eQP1d	5156
4a2S2GCggUpoiIo6	491
PC2a5nAZYuHQV9Rq	2128
WypF2BvRzd2hfmv7	2742
JNWwQY2FBUYMYjBb	1685
OyMAYofLwET0j8dA	2110
PT014Fj8CiujHbZ1	2159
YXS0nNLm4KIBdJpN	2876
bd1hbq4DygbVoaHi	3250
k7PyKRk2SEGJGTk8	4682
m4vDcoWOB6sn2ELL	4948
tNwHYWVAmc6qRiop	6081
MNMRMbcELJAKO0nW	1903
mCnmHhZqt2inAcjW	4960
y54FDdNqofrRDbD2	6613
Y56kYE4ngoiYfrDP	2840
x5WI2j0ifSkTjacj	6544
E9FSmrlmn6cm3LrS	1252
sE47tUMXbEQLzZWN	5825
NV9BIhWpsczL9jwf	1990
qtDorbJpWDPAEqbp	5619
D1zPnf9y3x5salN4	1174
sMtR36YCMX7vOqRm	5835
7tXhrFGY03xyI3wr	759
GsS3uiZvZoH8ARUT	1485
5mVHLHJIqicY7C8C	587
Kbgg3ve6anV4CbLF	1780
fmiCgzyN83BOPwUd	4048
rCdVeAsmgo3JjIoE	5651
0p3UyaZs0qSokgqC	69
9VlyTA77FNB2G8Hq	911
RwDpHfdmuyWEddkD	2351
Ex5SWDftGfygeFLD	1303
IHjCgGMnDqUV48qJ	1596
R53wdUihsdoTE1lU	2275
hSvfxkzAe6Evoio6	4310
3LW1lJYaZrQeo721	377
H8wTJ4mOdPOyVgYU	1509
6pk2q7ptSoKt6pjZ	672
qXl1TdYggbvNI0aE	5595
pEG2cxEZV36U7rAm	5377
TaYPJrVIJWaAi2fq	2470
P8lm5NoE1uZbgG6f	2123
WINdUbYLBl2TrB9k	2686
OzL9eXo6fckGZuxU	2112
6odDJBDeaTKu4BHO	671
i6QUmcDVxfAhgb8q	4427
7z0WyQ350kAwb8nX	766
5LblDvPTzCKqsKMb	545
asA1ttgMTfEPdFkB	3127
YdrXTghi9ygpXE5i	2879
QHPgBjKwg17T1hXu	2220
e7zYmicD4RTy1fMj	3763
7KP6vEcL4ObiGjgD	709
s1h5CvosaYefsPIk	5808
raRvvdDA7Ygakxxm	5684
BbQVeEmdpzOjcojv	1065
DwgiZUfGT8N4rWfJ	1241
kCARgez7kLLHBFEs	4692
hcXWMIYtwi4S8DyB	4342
j6EbDnBa5bMD8GcL	4567
PFvR8VkY0iKuUc4r	2136
RNY6DoxkLbLCr99K	2303
RUXyC8gGdgKcWxnH	2315
5gu2xOP4e5dSEFhC	575
CjJhdk4AzZGSBybO	1155
YOhwt7PcvVNuIPiZ	2860
zR7mAqxgMBtcgFaj	6726
r2N2lu2277ZK7H3o	5639
Tv8PPECwceIokZ5w	2497
iz5Rt7HbzbGc7VYR	4546
sAgcnaHIOTo6Qhrq	5820
Fjnn8Jb5FnDwWzKO	1375
h1HA73wKkZQswGVV	4274
tPs0UXN5jokDDsOH	6083
kCD5rbZ8QPWodvlI	4693
KN0sSaTcThgpIKe5	1758
TH47SiAGd0bYrB3W	2446
HdlTV0JPL6pqcN6r	1553
IgPZUO4D8A3wfbNq	1636
izC9HtbgNrJpqFEA	4547
chumx77sCYCFKLTA	3483
rKWaXllKgpOZAi6P	5666
QrlCPThFjIyHXv9T	2263
hyqJUw01T4rZ2Haf	4414
DqE7XdtpCoxX4dPb	1232
TfWTrfYucBv6MQHV	2476
G7b9bS6VtFXFMZC0	1409
o4J4R3Tcv4PJEshb	5274
dAZnrXPFY3ePGBJ6	3569
kKezaUNKA6buoF07	4700
PKVvaAk3S3WluO3B	2147
Fi8zHSLIVTgFfLjh	1372
UEkToDTMm27jHdNQ	2521
Ocu65MYTMlKYxemn	2085
XjudETtvIJ33WaZB	2808
XoUIVUHTvMHHfDb6	2814
kzFEflrarHGJd7Yr	4786
f9Ii6W8uv73XWhKB	3933
hojML2laWOC7C7Zt	4385
06L9OJ5nRqKnO2q9	13
tJMFHzcHEAwtyZP7	6074
BMCSQMVdLQLV2tXJ	1044
QOkYbloQGgqGIL9S	2223
IS4pgVABJuvZcfF8	1612
YVKmkzZJYVwVxatp	2869
GvEDz9dyPnt4IVGk	1488
EycBjuR2S7U5yHvh	1305
Ii4nHLqhwYKIfb5P	1638
NSZ23gxNMRwgHfOj	1987
WeLuZqtvUiDvLZEM	2714
vBv5hE2L0HSkYAv4	6342
6PVzICMhGfbvl03i	630
gwQesBfalyqw1Wdn	4268
1njHjNFPgcqQ51hA	187
DTXCqCNkchWvnKlI	1203
ssgvjDF6unqXq2Mb	5993
MAs462qtenKEZTF5	1884
j1bOK81GLL7EQyYz	4557
UCShMHrvTBFSBnJp	2517
6F3RxNKn14NUkO3y	614
TZ0NRZUo1zC8CU4W	2469
VIhoHnrWfcvLDL7a	2603
exX6CsmLe6uh5jjf	3907
MJ17RH5xjpGXzj9X	1897
ghg7CVUib6rD0Gl7	4192
sO1M2jC8aYJAvlrD	5838
du86sDBnMH8Bo0YI	3735
0bmS5jLgOdf2d3Ag	54
hlj5DXo650oonvup	4379
vYBsvIu2qOxVvjG8	6365
XVdSGeJssg2CcAmi	2789
toPTloOTHFebeoiC	6170
Tkg2zsFG3FK4s4h5	2486
PzjMLoz4uryikjBF	2193
UQlYk9C5XFCSV8vq	2537
e55oRU788XzFHbQN	3760
uHfSwlImku0C6fcg	6253
Dr8wNg0wMBHyEzAd	1233
GGgeFvHANYlF4WDV	1427
Ii7ff86pHFea0hzt	1639
mC3gT6alBbri6AyB	4958
1sgMxBsY4yxZAXRJ	200
ZuLna5kQlVFQ6Kiu	2975
W8po2v65iIzhnxzA	2675
e55jBJaEhh3QczyQ	3759
XxtWm402gPrx45JM	2829
0MpdRaocvt0AD6Zw	33
0W8J1bKMoFnhe35v	50
pKa8tqv3wZORbVeF	5383
vGRv18z2xiE0DEV3	6347
QAQqhi2l91qvFp2a	2208
p7lmo4sULAUBMF7Y	5373
FgTT9HPZlyBFgpjU	1368
2XvhiM8YiSV7bxvS	301
wcx4PY8GUpMn0isq	6474
iEJchh0VkSXg12jA	4436
GnakNSFQCBaUrcLy	1474
XFrJjyiq8UZU8W7R	2768
mMNCmXVgaCTVDSuc	4974
BNccjmquagZc4cFn	1048
kdel8XmU6xZgCnpU	4727
WOpKx8PV4eXNya8G	2693
iq0GgnqDMNvoLLQj	4522
nTq4mNTpY02lDWp1	5167
nvF5kye2AQ91FHWn	5260
Pf7c2WZJAzAh65bd	2169
yEbVGzX9mmKaWRTx	6626
wSK8LrC2UouNtWKD	6462
Do04oIXJt58Mna2K	1230
ue0P9LE1cUJ3nkcF	6275
U5SwPqTnpXjk9bC6	2513
ws1rAD4DZ1HSxWZl	6524
qgjMz5vpYzR2wZFi	5607
Z4XjoGM6DWTTvyky	2913
wxMihf7Rgk54AwBU	6531
6vDNts3btoXK4AyO	679
4XYtnbF7idPnKr9n	489
